mitfliegen,to fly
gartenarbeit,gardening
kuriere,couriers
schadensbericht,damage report
epilepsie,epilepsy
gutmütig,good-natured
birgit,birgit
radley,radley
bronco,bronco
infrarot,infrared
rumgetrieben,rumgetrieben
aufsammeln,collect up
aufstehe,get up
faschismus,fascism
win,win
frechdachs,cheeky monkey
antimaterie,antimatter
dämonische,demonic
salaam,salaam
marci,marci
untermieter,lodger
fairview,fairview
rumschlagen,rumschlagen
kongressabgeordnete,Congressman
würste,sausages
osman,osman
bohnenstange,beanstalk
saftige,juicy
presents,presents
esra,esra
klebe,adhesive
scrooge,scrooge
landsmann,compatriot
scheide,vagina
farid,farid
beige,beige
gefängnisses,", prison"
napa,napa
own,own
unentwegt,constant
wäschekorb,laundry basket
schwirren,buzz
marwan,marwan
jobangebot,job offer
leuchtende,bright
nfl,nfl
übersetze,Translate
smile,smile
mühelos,effortlessly
erahnen,guess
kriegsende,"war, end"
einstellt,adjusting
nimmerwiedersehen,never see again
rocker,rocker
enttarnen,expose
ersucht,he seeks
gebessert,reformed
sechster,sixth
geschmackvoll,tastefully
squad,squad
lynne,lynne
diplomatisch,diplomatic
vorgaben,Requirements
shirts,shirts
gicht,gout
laszlo,laszlo
ablesen,read off
tafeln,panel
entführern,kidnappers
zerstreuen,dispel
hiess,was called
getrocknet,dried
cersei,Cersei
weißte,weißte
abwurf,Release
erwogen,considered
givens,givens
abgebaut,reduced
elischka,Elischka
glamour,glamor
gould,gould
oldtimer,Antique car
veranlagt,minded
rem,rem
besitzes,ownership
triumphieren,triumph
groupie,groupie
befugnisse,powers
joachim,joachim
rube,turnip
gefurzt,farted
nachtclubs,night clubs
derartig,such
begehe,commit
auszugraben,excavate
mikaelson,mika Nelson
lehrreich,instructive
varg,varg
abweichungen,deviations
hochachtungsvoll,Sincerely
bergung,recovery
nüssen,nuts
marschmusik,marschmusik
zeichner,Illustrator
wimmeln,abound
spiderman,spiderman
weihrauch,incense
grat,ridge
unterrichtete,taught
fahrplan,timetable
autoradio,autoradio
silent,silent
electric,electric
komponieren,compose
blickkontakt,eye contact
liegenlassen,are let
zurückgezahlt,repaid
geschrieen,cried
silbertablett,silver tray
verschiebe,move
brrr,brrr
schuldgefühlen,guilt feelings
sphinx,sphinx
lächerlicher,ridiculous
ausdehnung,expansion
erleuchten,enlighten
wertlose,worthless
chemisch,chemical
zweifelte,doubted
chiu,chiu
leos,leos
kaltblütiger,cold-blooded
maître,maître
wertvollsten,most valuable
zusammengehalten,held together
gelinkt,linked
vorknöpfen,vorknöpfen
abarbeiten,work off
vorgegangen,proceeded
bueno,bueno
fleht,pleads
riefst,calledst
seinerzeit,at that time
dalassen,let there
tuttle,tuttle
einseitig,one-sided
reparierst,reparierst
känguru,kangaroo
kanna,kanna
vickers,vickers
schlagzeuger,drummer
observieren,observe
beifahrersitz,passenger seat
litchfield,litchfield
foltert,tortures
segnet,blesses
strumpf,stocking
ulla,ulla
stehn,stand
vorkam,happened
melmac,Melmac
verbleiben,remain
einlochen,putt
ausgeredet,finished speaking
guise,guise
bestellten,ordered
ablehne,refuse
schulball,school ball
gefrierschrank,freezer
hissen,hoist
angepiepst,paged
pepsi,pepsi
gruben,digging
eastwood,eastwood
philips,philips
stank,stank
probeaufnahmen,screen test
umstellung,switch
kreativer,creative
nachgewiesen,demonstrated
dämons,demon
gemeistert,mastered
rechtschaffenheit,righteousness
schluchzend,sobbing
schnucki,schnucki
ventile,valves
schã,SCHÃ
pacino,pacino
bekümmert,distressed
brünett,brunette
jetz,jetz
handbremse,hand brake
tonya,tonya
tieferen,lower
schottischen,Scottish
mima,mima
superkraft,super power
handels,commercial
kochsalzlösung,saline
kutschen,carriages
impulsantrieb,pulse drive
heulte,howled
gerichtliche,court
besudelt,defiled
südliche,southern
haarige,hairy
ziellos,aimless
wohltätigkeitsveranstaltung,charity event
patricks,patrick
shopping,shopping
traumatisch,traumatic
peanut,peanut
zurückgeht,returns
verrecke,verrecke
ersuche,ask
riecher,nose
vorbeikommst,come around
aga,aga
garroway,Garroway
hängematte,hammock
foss,foss
blindes,blind
zeppelin,Zeppelin
temporale,temporal
broschüren,brochures
schroeder,schroeder
warenhaus,store
ungeheure,enormous
toussaint,Toussaint
lidia,lidia
schaltest,unlock
graystone,gray stone
palette,palette
mlle.,mlle.
gemobbt,bullied
krimis,Detectives
kinderschänder,child abuser
fundort,locality
ehrenkodex,voluntary code of conduct
waisenkinder,orphan children
liesel,liesel
eingeplant,planned
klitoris,clitoris
eigentumswohnung,condominium
lancaster,lancaster
seelenfrieden,peace of mind
persien,Persia
vorübergehen,pass
reinkamen,came in
erringen,win
ige,owned
ausdrucken,print
einfordern,demand
dundee,dundee
mütterchen,mother
bestreite,contest
fashion,fashion
vorsichtshalber,precaution
unabhängiger,independent
cartoon,cartoon
talentierten,talented
johannesburg,johannesburg
stöckchen,stick
riesengroß,enormous
ilene,ilene
hustensaft,Cough Syrup
einzelnes,single
hennen,hens
raststätte,Service Area
switek,Switek
unweigerlich,inevitably
blairs,blair
monsters,monsters
walkers,walkers
korps,corps
cadmus,cadmus
gnädiges,gracious
sensibilität,sensitivity
gräbst,dig
ricco,ricco
areal,areal
umgeschrieben,rewritten
inzest,incest
schrader,schrader
rinde,bark
militärisches,military
micha,micha
wiederholungen,repeats
sweetheart,sweetheart
faszination,fascination
erstaunlicher,amazing
zuzufügen,inflict
zielte,targeted
pflug,plow
angesehenen,respected
absolventen,graduate
fiction,fiction
week,week
auswechseln,change
reintun,Put in
tanker,tanker
überarbeiten,revise
wunderbarste,wonderful
extremisten,extremists
gelee,jelly
covington,covington
robb,robb
kartoffelsalat,potato salad
passiv,passive
freches,sassy
kommissarin,commissioner
iwanowitsch,iwanowitsch
morgenmantel,dressing gown
steadman,steadman
dämpfe,fumes
todsünde,mortal sin
schanghai,shanghai
schulbehörde,school board
verbreite,spread
kleineres,smaller
adlige,noblewoman
garland,garland
schüsseln,bowls
verratet,verratet
reinsten,purest
freundschaftlich,friendly
yohko,Yohko
hobie,hobie
betraten,entered
mannschaften,men
ausgebildeter,trained
belebt,busy
franzl,franzl
versklaven,enslave
militärgericht,military court
kreuzigen,crucify
monet,monet
relevanz,relevance
maat,mate
weiãÿ,knows
gondel,gondola
ill,ill
aufzählen,enumerate
verschiedenes,various
raums,space
monstrum,monster
lene,lene
unangenehmer,unpleasant
uschi,uschi
strahlst,beaming
äußert,expresses
moulin,moulin
rollenspiel,role playing game
nele,nele
paddeln,paddle
dojo,dojo
claudius,claudius
swanson,swanson
hallie,hallie
meinungsverschiedenheiten,disagreements
meta-menschen,meta-human
feststellung,statement
erbärmliches,wretched
wiederauferstehung,resurrection
manschettenknöpfe,cufflinks
rauszuwerfen,rauszuwerfen
anregend,stimulating
nelken,cloves
akbar,akbar
rheuma,rheumatism
heathcliff,heathcliff
vereitelt,thwarted
auszukommen,getting along
unverschämte,shameless
interaktion,interaction
mahler,mahler
sunday,sunday
befreiend,liberating
aufgefüllt,filled
blubbern,bubble
innerer,internal
ithaka,ithaka
bae,bae
vermiesen,spoil
aaaah,aaaah
e.t.,E.T.
spul,spul
pausenraum,break room
lehnten,rejected
setup1503,setup1503
paramount,paramount
demzufolge,consequently
zito,zito
kaffeepause,coffe break
tröste,consoling
anus,anus
passion,passion
anzuvertrauen,to trust
singende,Singing
kristallkugel,crystal ball
dada,dada
peilung,bearing
ausreiten,riding
richtern,inverters
russlands,russia
sauberkeit,cleanliness
bezeichnete,Marked
schlaflose,sleepless
abgestochen,tapped
unmittelbare,immediate
verantwortungsvoll,responsible
tia,tia
theatre,theater
verflogen,gone
fütterst,feedin
verteiler,distributor
motelzimmer,motel room
unseretwegen,for our sake
us-dollar,U.S. dollar
hingucken,hingucken
wurmlöcher,worm holes
baumstamm,Tree trunk
obrigkeit,authority
durchwühlen,ransack
erzürnt,incensed
geheimnisvoller,mysterious
urban,urbane
interstate,interstate
eingesprungen,jumped in
gesetzlose,lawless
abführmittel,laxative
bösartigen,malicious
opossum,possum
wiederherstellung,Restoration
gant,gant
eingeweiden,entrails
familienvater,family man
aufging,rose
engländern,English
maßlos,exorbitantly
hubot,hubot
sieb,sieve
bumpy,bumpy
gesät,sown
würmern,worms
pitch,pitch
fünfhundert,fivehundred
flip,flip
angetrunken,drunk
emotionales,emotional
mysterien,mysterien
knalle,bangs
pollen,pollen
flüssiges,liquid
rapunzel,rapunzel
celal,celal
voyage,voyage
sinnloses,senseless
plaudert,chatting
ok.,OK.
korkenzieher,corkscrew
urteilt,judges
zyklop,Cyclops
jd,jd
erdrückt,crushed
plural,Plural
uah,uah
annullierung,annulment
nachweis,proof
einwerfen,interject
festplatten,festplatten
arvid,arvid
domina,dominatrix
shell,shell
zapata,zapata
somebody,somebody
dringlichkeit,urgency
gegenseitige,mutual
zielpersonen,target people
fiesling,bastard
mandat,mandate
abgeschirmt,shielded
dessous,dessous
ar,ar
schäferhund,sheep dog
aufzeigen,show
zurückerobern,recapture
chappie,chappie
hülsen,sleeves
kontrollzentrum,control center
verschwindens,disappearance
dürftest,were allowed
pessimistisch,pessimistic
dschihad,jihad
neugierigen,curious
familienessen,family eating
anthropologie,anthropology
lindert,relieves
us-armee,the us army
blumenstrauß,bunch of flowers
begnadigen,pardon
rausfinde,rausfinde
dissertation,dissertation
violett,violet
delegierten,delegated
xoxo,xoxo
kräutern,herbs
steckdose,socket
pickett,pickett
kerosin,Kerosene
umliegenden,surrounding
einfliegen,fly in
gottverlassenen,godforsaken
dämpfer,mute
lebensfreude,enjoyment of life
generalprobe,rehearsal
bürgerliche,bourgeois
teds,teds
hypnotisieren,hypnotize
dci,dci
rumrennen,running around
schätzte,estimated
melodramatisch,melodramatic
lupin,lupine
mörderisch,murderous
spermien,sperm
brecheisen,crowbar
kjell,kjell
antreibt,drives
vermisstenanzeige,missing Show
falling,falling
breaking,breaking
einweisung,admission
annehmlichkeiten,amenities
rückgabe,return
christa,christa
klinisch,clinical
ficker,fucker
abfuhr,removal
hanne,hanne
tauschten,exchanged
kuli,pen
mori,mori
nachfolge,succession
abgenutzt,worn
vortanzen,audition
menschenhandel,human trafficking
abläufe,processes
lenz,spring
aufzusteigen,rise
telefonaufzeichnungen,phone records
circus,circus
gegebener,given
ansteht,pending
lieblingsbuch,favorite book
eingeatmet,inhaled
bagger,excavator
vereinfacht,simplified
nähmaschine,sewing machine
gnädigen,gracious
taktvoll,tactful
chocolate,chocolate
corpus,corpus
stinson,stinson
bundesregierung,federal government
willste,willste
dominiert,dominated
kampfsport,martial arts
verurteilungen,convictions
durchbohren,spear
erschreckst,scare
überschlagen,skip
cartwright,cartwright
spreizen,spread
sog,so-called
gegenseitigen,mutual
hernehmen,hernehmen
mcguire,mcguire
schuldigern,debtors
lamont,lamont
zähler,counter
ticktack,tick Tock
massimo,massimo
belüge,lying to
bewährungsauflagen,parole pads
rasier,shave
durchgeht,passes
atmete,breathed
entbinden,release
kims,kim
delikatesse,delicacy
heini,hack
austen,austen
bemerkenswerter,remarkable
beweisstücke,proof pieces
janis,janis
frühes,early
besorgter,worried
fotoapparat,camera
aka,aka
mazel,mazel
hiergelassen,overnighting
prado,prado
feuerwehrleute,firefighters
katniss,katniss
seligen,Blessed
expansion,expansion
sternchen,asterisk
armenhaus,almshouse
senkrecht,perpendicular
wohingegen,whereas
lothbrok,lothbrok
abruf,on call
unterhaltet,entertain
abzuliefern,deliver
explosiv,explosive
angeklagter,indicted
ufern,shores
kneift,pinches
beordert,ordered
pumuckl,pumuckl
versorge,versorge
abgesägt,sawn
gibraltar,Gibraltar
blinky,blinky
schlichten,arbitrate
bastian,Bastian
segelboot,sailboat
blasmusik,blasmusik
abzüglich,less
berenson,Berenson
angeschleppt,dragged
kuwait,Kuwait
banshee,banshee
mutigste,courageous
gehirntumor,brain tumor
bessert,improves
umgeworfen,overturned
nyu,nyu
unerkannt,unrecognized
respektlosigkeit,disrespect
salve,volley
arzttermin,medical appointment
photo,photo
bestreben,endeavor
tims,tims
malaysia,Malaysia
roz,roz
burrell,burrell
zahlenmäßig,numerical
deckte,revealed
drogenbesitz,drug possession
beunruhigung,concern
hingehalten,put off
passierten,passed
objekten,objects
didn,didn
linderman,linderman
urplötzlich,all of a sudden
stammzellen,stem cells
ausgestreckt,stretched out
pres,pres
visitenkarten,Business Cards
aug,aug
unbewohnt,uninhabited
chas,chas
unterkommen,find accommodation
kelsey,kelsey
jeanine,jeanine
torten,pies
nachschlagen,look up
flüchtlingslager,refugee camp
spielzeit,season
glückstreffer,lucky Strike
aya,aya
geisteskrankheit,mental illness
muessen,have to
zerfetzen,shred
gewünschten,desired
roswell,roswell
ausspricht,pronounce
aufzusetzen,sit up
konservatorium,conservatory
dima,dima
alastair,alastair
lia,lia
kralle,claw
likör,liqueur
pinot,pinot
ausbaden,pay for
romulus,romulus
parallelen,parallel
nicholson,nicholson
ninh,ninh
geraumer,some
fratze,grimace
broderick,broderick
cabo,cabo
aufzubewahren,store
bequeme,comfortable
staunst,are amazed
beifahrer,co-driver
verweigerte,refused
mietete,leased
befragte,questioned
angelt,Marry
pump,pump
tusch,flourish
haarig,haired
überbringer,bringer
sicherheitsmann,security man
analysiere,analyzed
abendkleid,evening dress
phantasien,fantasies
gegenseite,toward page
einordnen,place
keene,keene
umdreht,turns
grönland,Greenland
fifty-fifty,fifty-fifty
zimmergenossen,roommates
wendest,turnest
ina,ina
bedauernswert,pitiable
herumzulaufen,walk around
leanne,leanne
gottlieb,gottlieb
zerstritten,estranged
warden,warden
gladstone,gladstone
verlassenes,abandoned
anlauf,start
scouts,scouts
mögliches,potential
patientinnen,patient-
bezaubernden,enchanting
römischer,Roman
yuko,yuko
beug,beug
rätselhafte,puzzling
priestern,priests
lästigen,bothersome
dorothea,Dorothea
quäle,torment
fensterläden,shutters
checkpoint,checkpoint
vogels,bird
improvisation,improvisation
gräueltaten,abomination did
bettzeug,bedding
peinlicher,embarrassingly
smythe,smythe
hasses,hatred
lai,lai
gehäutet,skinned
noora,noora
auftauen,thawing
abgesandter,envoy
weltlichen,secular
anzulocken,to attract
cale,cale
hirnschaden,brain damage
geschätzter,estimated
schlaftablette,sleeping pill
fraglichen,question
telemach,tele-making
gewandelt,changed
sonnenstrahl,sunbeam
rausholt,rausholt
durchtrennen,sever
jod,iodine
tatiana,tatiana
britt,britt
fiedler,fiddler
umsichtig,prudently
momentanen,current
udssr,ussr
sri,sri
warzen,wart
berühmtheiten,celebrities
erkältest,catch a cold
aufständischen,insurrectionary
matthäus,matthew
kongressabgeordneten,congressman
lyndon,lyndon
beschwerte,complained
puffer,buffer
veralbern,make fun of
hinweist,points
kackt,poops
aufnahmeprüfung,entrance examination
winzling,mite
frakturen,fractures
aki,aki
handelten,negotiated
chronische,chronic
reece,reece
valide,valid
familienunternehmen,family business
rosig,rosy
riskier,riskier
übertreibung,exaggeration
glaubtest,thought you
benachrichtige,tell
teo,teo
posieren,to pose
einzugestehen,admit
30ern,30s
cheech,cheech
betreuerin,supervisor
knights,knights
mitbringst,bring with
gefallene,fallen
wirtschaftskrise,Economic crisis
tankstellen,gas stations
sichtbaren,visible
logen,lied
waffenschein,firearms license
kunstgeschichte,art history
schwachpunkt,weak point
produktiv,productive
fabelhaften,fabulous
jie,jie
heiklen,thorny
rikers,Rikers
laufpass,running fit
versteigerung,auction
abkriegen,abkriegen
entwickle,develop
auskünfte,information
grendel,grendel
arktis,Arctic
umkippen,upset
hühnersuppe,chicken soup
bibliothekar,librarian
blackbox,blackbox
gastfreundlich,hospitable
sonntagabend,Sunday evening
shalom,shalom
bevorzugst,prefer
physiotherapie,physical therapy
imaginäre,imaginary
besorgten,worried
sprecherin,spokeswoman
myrna,myrna
dodger,dodger
shots,shots
kennedys,kennedy
packungen,packings
zeichnest,draw
auszutricksen,outsmart
abholung,collection
wisteria,wisteria
chestnut,chestnut
quest,quest
kathi,kathi
fittiche,wing
tigh,tigh
benjy,benjy
zulässig,permissible
liefe,would run
many,many
tracker,tracker
jämmerliche,miserable
irgendeines,any
schutzraum,protection space
zerrt,drags
formulierung,formulation
geass,geass
ausgecheckt,checked out
kalkutta,Calcutta
fassungslos,stunned
extrapunkte,Extra points
plätschert,splashes
mitbrachte,brought
höhnisch,scornfully
erfülltes,fulfilling
effie,effie
wunderhübsch,wunderhübsch
racine,racine
hergerissen,torn
skies,skies
vittorio,vittorio
ergebener,devoted
gänseblümchen,daisy
maskenball,masked ball
mordet,murders
verkörpern,embody
abgabe,delivery
algorithmen,algorithms
rockwell,rockwell
ausgehändigt,handed out
familienleben,home life
aufenthaltsraum,sitting room
gottseidank,Thank God
faulheit,idleness
durchführung,execution
humanoide,humanoid
beibringt,teaching
übersicht,Overview
independence,independence
abriss,demolition
vibrieren,vibrate
heat,heat
nachspiel,nachspiel
neo,neo
durchlöchert,perforated
verbeugt,bows
stoppschild,stop sign
urgroßmutter,great-grandmother
blasse,paleness
übergriff,encroachment
bettdecke,Duvet
mali,mali
jessicas,jessicas
bespreche,discuss
voraussehen,foresee
blutkreislauf,blood flow
wunderte,wondered
tack,tack
dede,dede
raffinierte,refined
delilah,delilah
flotter,snappier
thrones,thrones
zutreffend,applicable
sprechenden,speaking
inhuman,inhuman
harpune,Harpoon
übersprungen,skipped
